NetworkID_All	Name_map	NetworkID	MappingID	Label_db	detected	NodeType	ChEBI	HMDB.lip	KEGG	HMDB.accession	Ensembl	Uniprot	X8_adj.pval	X8_logFC	X8_pval	X8_significance	X7_adj.pval	X7_logFC	X7_pval	X7_significance	X6_adj.pval	X6_logFC	X6_pval	X6_significance	X5_adj.pval	X5_logFC	X5_pval	X5_significance	X4_adj.pval	X4_logFC	X4_pval	X4_significance	X3_adj.pval	X3_logFC	X3_pval	X3_significance	X2_adj.pval	X2_logFC	X2_pval	X2_significance	X1_adj.pval	X1_logFC	X1_pval	X1_significance	MaxSig	Differential.feature	Label_Sig	Color8	Color7	Color6	Color5	Color4	Color3	Color2	Color1	ColorAny	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny	ID	Map_No	Name	name
360	Dgat2	R367, K936, H319	Q5FVP8, Dgat2	Dgat2	*	GeneProduct					ENSRNOG00000016573	Q5FVP8	1	0.07205049	0.4459221	0.350741003384394	1	0.02850998	0.7884096	0.103248096211921	1	0.01224212	0.9157934	0.0382024906990282	1	0.1339746	0.2343981	0.630045912973315	1	0.009038831	0.9144456	0.0388421254227102	1	0.1320084	0.1421823	0.847154464722852	1	0.01971168	0.8076425	0.092780835555746	1	0.2051638	0.00854559	2.06825794758353	2.06825794758353			0.07205049	0.02850998	0.01224212	0.1339746	0.009038831	0.1320084	0.01971168	0.2051638	0.2051638	0.1	0.1	0.1	0.1339746	0.1	0.1320084	0.1	0.2051638	0.2051638				
361	Dgat2l6	R215, H625	D3ZTG7, Dgat2l6	Dgat2l6		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
362	Dgka	K937	Dgka	Dgka	*	GeneProduct					ENSRNOG00000022943	P51556	1	0.04465225	0.5418188	0.2661459299145	1	-0.00785394	0.9242517	-0.0342097419450744	1	0.05592962	0.5354241	0.271302084659254	1	0.07414056	0.3963783	0.401890129283179	1	0.01232465	0.9098521	0.0410291981999876	1	0.04143808	0.7214052	0.141820731544733	1	-0.08032986	0.4433558	-0.35324760570264	1	0.05439314	0.5887419	0.230075054911034	0.401890129283179			0.04465225	-0.00785394	0.05592962	0.07414056	0.01232465	0.04143808	-0.08032986	0.05439314	-0.08032986	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
363	Dgkb	K938	Dgkb	Dgkb		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
364	Dgkg	K939	Dgkg	Dgkg	*	GeneProduct					ENSRNOG00000001796	P49620	1	0.009703852	0.9851646	0.00649120209163734	1	-0.1924762	0.7501447	-0.124854954808149	1	-0.1642726	0.8113487	-0.0907924553588868	1	0.7113938	0.2730602	0.563741596015535	1	0.7142989	0.4120589	0.385040701159368	1	0.3502037	0.7078947	0.15003133921709	1	0.1555413	0.8547088	0.0681818245634226	1	0.2387565	0.7713698	0.112737368257243	0.563741596015535			0.009703852	-0.1924762	-0.1642726	0.7113938	0.7142989	0.3502037	0.1555413	0.2387565	0.7142989	0.1	0.1924762	0.1642726	0.7113938	0.7142989	0.3502037	0.1555413	0.2387565	0.7142989				
365	Dgki	K940	Dgki	Dgki		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
366	Dgkk	K941	Dgkk	Dgkk		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
367	Dgkq	K942, H336	Dgkq	Dgkq	*	GeneProduct					ENSRNOG00000024112	D3ZEY4	0.383907	0.2711313	0.0001597634	3.79652270561403	1	-0.02802693	0.7301837	-0.136567866098791	1	0.1455563	0.09998025	1.00008578163139	1	0.151423	0.07779587	1.10904345807226	1	0.111881	0.2403539	0.619148826584064	1	-0.001984177	0.9844838	-0.00679142592351946	1	0.08076966	0.3785332	0.421896023840326	1	0.02605439	0.7683286	0.114453000482342	3.79652270561403	*	Dgkq	0.2711313	-0.02802693	0.1455563	0.151423	0.111881	-0.001984177	0.08076966	0.02605439	0.2711313	0.2711313	0.1	0.1455563	0.151423	0.111881	0.1	0.1	0.1	0.2711313				
368	Dgkz	K943	Dgkz	Dgkz	*	GeneProduct					ENSRNOG00000017737	O08560	1	-0.03326543	0.5688708	-0.244986357890398	1	0.05679978	0.3869965	0.412292962726722	1	0.06971502	0.3315312	0.479475594407839	1	0.002960846	0.9661619	0.0149500926474799	1	0.04745416	0.5216696	0.282604470804802	1	-0.05911245	0.4559621	-0.341071254802496	1	-0.08816948	0.2166805	-0.664180170929627	1	-0.07211893	0.2942935	-0.53121932996735	-0.664180170929627			-0.03326543	0.05679978	0.06971502	0.002960846	0.04745416	-0.05911245	-0.08816948	-0.07211893	-0.08816948	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
369	Dhrs4	K944	Dhrs4	Dhrs4	*	GeneProduct					ENSRNOG00000018239	Q8VID1	1	-0.08125244	0.3681414	-0.433985340443749	1	-0.1152786	0.2564398	-0.591014570498843	1	-0.0507158	0.6468541	-0.189193664787713	1	0.02466798	0.8186784	0.0868866678791096	1	-0.06115153	0.5463697	-0.262513393308364	1	0.1068061	0.323674	0.489892185089345	1	0.0909365	0.350503	0.455308260499405	1	0.06866399	0.4646533	0.332870974113492	-0.591014570498843			-0.08125244	-0.1152786	-0.0507158	0.02466798	-0.06115153	0.1068061	0.0909365	0.06866399	-0.1152786	0.1	0.1152786	0.1	0.1	0.1	0.1068061	0.1	0.1	0.1152786				
370	Dhrs7c	K945	Dhrs7c	Dhrs7c		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
371	Dhrs9	K946	Dhrs9	Dhrs9	*	GeneProduct					ENSRNOG00000058568	Q8VD48	1	-0.3069188	0.4344315	-0.362078692212489	1	-0.6683767	0.1433038	-0.84374229322338	1	-0.09254707	0.8497522	-0.0707077023593501	1	-1.620323	0.001255962	-2.90102350028033	1	0.7084579	0.2212371	0.655142042944926	1	1.095973	0.07081943	1.14984757304318	1	1.249143	0.02191332	1.6592918192239	1	0.6480041	0.2297156	0.638809510839509	-2.90102350028033	*	Dhrs9	-0.3069188	-0.6683767	-0.09254707	-1.620323	0.7084579	1.095973	1.249143	0.6480041	-1.620323	0.3069188	0.6683767	0.1	1.620323	0.7084579	1.095973	1.249143	0.6480041	1.620323				
372	Dlat	K947, H89	Dlat	Dlat	*	GeneProduct					ENSRNOG00000009994	P08461	1	-0.1723809	0.2489512	-0.603885775987749	1	-0.005135669	0.9756234	-0.010717791825913	1	-0.06999898	0.7031281	-0.152965545456649	1	-0.07925094	0.6571911	-0.182308326623253	1	0.04809964	0.645087	0.190381710059372	1	-0.01638651	0.8833546	-0.0538649250642096	1	-0.1109531	0.2705086	-0.567818923262871	1	0.1069552	0.2674989	0.572677999530276	-0.603885775987749			-0.1723809	-0.005135669	-0.06999898	-0.07925094	0.04809964	-0.01638651	-0.1109531	0.1069552	-0.1723809	0.1723809	0.1	0.1	0.1	0.1	0.1	0.1109531	0.1069552	0.1723809				
373	Dld	H414	Dld	Dld	*	GeneProduct					ENSRNOG00000006364	Q6P6R2	1	0.05766375	0.3494643	0.456597183594721	1	0.02887448	0.6775987	0.169027435887751	1	-0.02891129	0.703203	-0.152919285146078	1	-0.02378204	0.7467266	-0.126838377897058	1	-0.0005697573	0.9933709	-0.0028885664613221	1	-0.08764463	0.2322353	-0.634071766380308	1	-0.1413209	0.03247619	-1.48843492644539	1	-0.0174728	0.783326	-0.106057458202533	-1.48843492644539			0.05766375	0.02887448	-0.02891129	-0.02378204	-0.0005697573	-0.08764463	-0.1413209	-0.0174728	-0.1413209	0.1	0.1	0.1	0.1	0.1	0.1	0.1413209	0.1	0.1413209				
374	Dlst	K948	Dlst	Dlst	*	GeneProduct					ENSRNOG00000005061	Q01205	1	0.03480808	0.5113311	0.291297791964186	1	-0.01158201	0.8460711	-0.0725931392775381	1	0.04668168	0.4735808	0.324605913175086	1	0.05580815	0.3780071	0.422500042856258	1	0.05051408	0.4997637	0.301235291751416	1	0.07583851	0.3431789	0.464479422149877	1	0.01787367	0.8040082	0.0947395219025546	1	0.04544361	0.5126118	0.290211400851926	0.464479422149877			0.03480808	-0.01158201	0.04668168	0.05580815	0.05051408	0.07583851	0.01787367	0.04544361	0.07583851	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
375	Dmgdh	H423	Dmgdh	Dmgdh	*	GeneProduct					ENSRNOG00000023588	Q63342	1	0.03405715	0.6825793	0.165846886335857	1	0.1278621	0.1718798	0.764775160334579	1	0.1058145	0.2998297	0.523125349782433	1	0.05474601	0.5814137	0.235514739052858	1	0.2169655	0.05234866	1.2810944307388	1	0.1669095	0.1628534	0.788203169946364	1	-0.140393	0.1922993	-0.716022296659547	1	-0.03708548	0.7208679	-0.142144313029989	1.2810944307388			0.03405715	0.1278621	0.1058145	0.05474601	0.2169655	0.1669095	-0.140393	-0.03708548	0.2169655	0.1	0.1278621	0.1058145	0.1	0.2169655	0.1669095	0.140393	0.1	0.2169655				
376	Dmp1	R351	P98193	Dmp1		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
377	Dnajc3	R435	Q9R0T3	Dnajc3	*	GeneProduct					ENSRNOG00000010352	Q9R0T3	1	-0.04063296	0.6108828	-0.214042102679823	1	-0.04556669	0.6118092	-0.213383996656354	1	-0.06281571	0.5212606	-0.282945100412045	1	-0.01971057	0.8360308	-0.0777777225327017	1	0.01077848	0.8714543	0.059755382826185	1	-0.007087166	0.9207347	-0.0358654891559502	1	-0.04420668	0.4904948	-0.309365592449734	1	0.008461575	0.8910425	0.050101580951576	-0.309365592449734			-0.04063296	-0.04556669	-0.06281571	-0.01971057	0.01077848	-0.007087166	-0.04420668	0.008461575	-0.06281571	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
378	Dock10	H467	Dock10	Dock10		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
379	Dock2	H468	Dock2	Dock2		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
380	Dock3	H469	Dock3	Dock3	*	GeneProduct					ENSRNOG00000014576	F1M4N6	1	-0.05125223	0.8026091	-0.0954959205336767	1	0.1683054	0.4644591	0.333052523707737	1	-0.01674783	0.9468635	-0.02371262444928	1	-0.07178161	0.768762	-0.1142080920385	1	-0.3614011	0.009960951	-2.00169919628154	1	-0.1707579	0.2502022	-0.601708875922936	1	0.1162327	0.3814893	0.418517638616373	1	-0.1156139	0.3686505	-0.43338517272767	-2.00169919628154			-0.05125223	0.1683054	-0.01674783	-0.07178161	-0.3614011	-0.1707579	0.1162327	-0.1156139	-0.3614011	0.1	0.1683054	0.1	0.1	0.3614011	0.1707579	0.1162327	0.1156139	0.3614011				
381	Dock4	H470	Dock4	Dock4	*	GeneProduct					ENSRNOG00000004823	A0A8I5ZNR8	1	-0.06545621	0.5673661	-0.246136616764987	1	0.1443898	0.2608866	0.583548227130176	1	0.06958734	0.6204861	0.207267943030544	1	0.03915533	0.7742657	0.111109979572421	1	-0.009981466	0.9253477	-0.0336950501605974	1	0.03677493	0.7459122	0.127312289550914	1	-0.03986139	0.6970091	-0.156761551810188	1	0.06690579	0.4960395	0.304483738935208	0.583548227130176			-0.06545621	0.1443898	0.06958734	0.03915533	-0.009981466	0.03677493	-0.03986139	0.06690579	0.1443898	0.1	0.1443898	0.1	0.1	0.1	0.1	0.1	0.1	0.1443898				
382	Dock5	H471	Dock5	Dock5	*	GeneProduct					ENSRNOG00000024703	A0A8I5ZK89	1	-0.0453859	0.6387316	-0.194681597438154	1	0.02624454	0.8091747	0.0919577045247656	1	-0.08863595	0.4564129	-0.340642089232694	1	0.02722212	0.8134874	0.0896491694054877	1	0.002373651	0.9806729	0.00847582586554024	1	-0.02180761	0.8350475	-0.07828881984435	1	-0.07244744	0.4425461	-0.354041482180195	1	0.01111186	0.9024537	0.0445750701428753	-0.354041482180195			-0.0453859	0.02624454	-0.08863595	0.02722212	0.002373651	-0.02180761	-0.07244744	0.01111186	-0.08863595	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
383	Dock6	H472	Dock6	Dock6	*	GeneProduct					ENSRNOG00000010652	A0A8I6ANH8	1	0.2152879	0.0891281	1.04998535150776	1	0.02944538	0.8370589	0.077243981618459	1	0.08875144	0.5705958	0.243671429390364	1	0.03644818	0.8106765	0.0911524161874214	1	0.08216839	0.518454	0.285289770484966	1	-0.2072623	0.1306733	-0.883813141166479	1	-0.1720645	0.1625281	-0.789071541639479	1	-0.08760188	0.4594756	-0.337737546447009	1.04998535150776			0.2152879	0.02944538	0.08875144	0.03644818	0.08216839	-0.2072623	-0.1720645	-0.08760188	0.2152879	0.2152879	0.1	0.1	0.1	0.1	0.2072623	0.1720645	0.1	0.2152879				
384	Dock7	H473	Dock7	Dock7	*	GeneProduct					ENSRNOG00000008298	A0A0G2K3H2	1	-0.1007191	0.2409008	-0.618161757764178	1	0.07068235	0.4631898	0.334241012865443	1	-0.08419497	0.4269721	-0.369600502520447	1	-0.1330434	0.1957902	-0.708209049981487	1	0.19896	0.1163666	0.934171654713622	1	0.2584091	0.05605294	1.25140160354553	1	0.08679825	0.4769669	0.321511758582809	1	-0.0191934	0.8706789	-0.0601419800892471	1.25140160354553			-0.1007191	0.07068235	-0.08419497	-0.1330434	0.19896	0.2584091	0.08679825	-0.0191934	0.2584091	0.1007191	0.1	0.1	0.1330434	0.19896	0.2584091	0.1	0.1	0.2584091				
385	Dock8	H474	Dock8	Dock8	*	GeneProduct					ENSRNOG00000015894	A0A8I6A829	1	-0.03842955	0.6189364	-0.208353975451823	1	0.03933687	0.6505218	0.186738144973161	1	-0.006058185	0.9490802	-0.0226970868922309	1	-0.02353318	0.7985066	-0.097721489880245	1	-0.007091793	0.9363958	-0.0285405429046258	1	-0.06401463	0.500968	-0.300190014386786	1	-0.0662792	0.4386825	-0.357849690201904	1	-0.09928942	0.2288039	-0.640536577195254	-0.640536577195254			-0.03842955	0.03933687	-0.006058185	-0.02353318	-0.007091793	-0.06401463	-0.0662792	-0.09928942	-0.09928942	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
386	Doxl1	K949	Doxl1	Doxl1		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
387	Doxl2	K950	Doxl2	Doxl2		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
388	Dpyd	H315	Dpyd	Dpyd	*	GeneProduct					ENSRNOG00000017105	O89000	1	0.01030489	0.869898	0.0605316676505063	1	-0.07767175	0.2722793	-0.564985374589138	1	-0.09352112	0.2252926	-0.647253072954135	1	-0.04480015	0.5503775	-0.259339328816108	1	0.06534751	0.2743288	0.561728596243426	1	0.1291874	0.04313996	1.36512026191746	1	0.03745777	0.5149567	0.288229286962011	1	0.01801677	0.7452972	0.127670510363515	1.36512026191746			0.01030489	-0.07767175	-0.09352112	-0.04480015	0.06534751	0.1291874	0.03745777	0.01801677	0.1291874	0.1	0.1	0.1	0.1	0.1	0.1291874	0.1	0.1	0.1291874				
389	ENPP6	R175	B0BND0	ENPP6		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
390	Ears2l1	K951	Ears2l1	Ears2l1		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
391	Eci2	H399	Eci2	Eci2	*	GeneProduct					ENSRNOG00000029549	Q5XIC0	1	0.219105	0.001635134	2.78644665090832	1	0.0541777	0.4885503	0.311090715695781	1	0.1471495	0.084349	1.07392006182478	1	0.1220045	0.1413535	0.849693433641614	1	0.04113385	0.5805017	0.236196504091578	1	0.0005392937	0.9945947	0.00235385936770586	1	-0.02160403	0.7629847	-0.117484170789805	1	-0.0355789	0.6064483	-0.217206217026184	2.78644665090832	*	Eci2	0.219105	0.0541777	0.1471495	0.1220045	0.04113385	0.0005392937	-0.02160403	-0.0355789	0.219105	0.219105	0.1	0.1471495	0.1220045	0.1	0.1	0.1	0.1	0.219105				
392	Ect2l	H536	Ect2l	Ect2l	*	GeneProduct					ENSRNOG00000055142		1	-0.5647126	0.1614375	-0.791995576482608	1	-0.3352083	0.4618035	-0.335542779896698	1	-0.4204407	0.4005911	-0.397298703728977	1	-0.9197252	0.0601374	-1.22085535225915	1	0.5241091	0.01383287	1.85908770450009	1	-0.2065191	0.371098	-0.430511386236785	1	0.1383107	0.5028445	0.298566295724996	1	-0.05967785	0.7653197	-0.116157107405974	1.85908770450009			-0.5647126	-0.3352083	-0.4204407	-0.9197252	0.5241091	-0.2065191	0.1383107	-0.05967785	-0.9197252	0.5647126	0.3352083	0.4204407	0.9197252	0.5241091	0.2065191	0.1383107	0.1	0.9197252				
393	Egln1	H294	Egln1	Egln1	*	GeneProduct					ENSRNOG00000019773	P59722	1	-0.130564	0.2002703	-0.698383451617506	1	-0.04908978	0.6683725	-0.174981427336316	1	0.004527835	0.971292	0.012650188295158	1	0.01021124	0.9331538	0.030046771058895	1	-0.008810413	0.9372654	-0.0281374150514366	1	0.1248905	0.2918481	0.534843129704178	1	0.2247395	0.03433931	1.46420843562249	1	0.1567768	0.1264952	0.897925953959026	1.46420843562249			-0.130564	-0.04908978	0.004527835	0.01021124	-0.008810413	0.1248905	0.2247395	0.1567768	0.2247395	0.130564	0.1	0.1	0.1	0.1	0.1248905	0.2247395	0.1567768	0.2247395				
394	Egln2	H99	Egln2	Egln2	*	GeneProduct					ENSRNOG00000020947	Q6AYU4	1	0.1903526	0.00900387	2.04557078407248	1	0.1183279	0.1496699	0.824865531509277	1	0.294516	0.001009817	2.99575732234716	1	0.2520748	0.003774377	2.42315472291978	1	0.03179148	0.6493034	0.187552322989908	1	0.0003680403	0.9960696	0.00171031434751693	1	0.02340888	0.727541	0.138142527328962	1	0.04621942	0.4750601	0.323251444170368	2.99575732234716	*	Egln2	0.1903526	0.1183279	0.294516	0.2520748	0.03179148	0.0003680403	0.02340888	0.04621942	0.294516	0.1903526	0.1183279	0.294516	0.2520748	0.1	0.1	0.1	0.1	0.294516				
395	Egln3	H100	Egln3	Egln3	*	GeneProduct					ENSRNOG00000005053	Q62630	1	0.0921074	0.4497557	0.347023323896007	1	0.2539734	0.06301401	1.20056288246297	0.03410022	-0.6967853	6.449931e-06	-5.19044493133055	1	-0.3042143	0.03969914	-1.40121890122933	1	0.4170499	0.02371403	1.62499463505441	1	0.09939776	0.6174332	0.209410021777892	1	0.2407427	0.1777024	0.750306706692628	1	0.1482626	0.3905059	0.408372400152657	-5.19044493133055	*	Egln3	0.0921074	0.2539734	-0.6967853	-0.3042143	0.4170499	0.09939776	0.2407427	0.1482626	-0.6967853	0.1	0.2539734	0.6967853	0.3042143	0.4170499	0.1	0.2407427	0.1482626	0.6967853				
396	Eif2s3	K952	Eif2s3	Eif2s3	*	GeneProduct					ENSRNOG00000060793	P81795	1	0.07950771	0.1846273	0.73370408141006	1	0.01164071	0.8631375	0.0639200145575665	1	0.02043674	0.7816122	0.107008670436509	1	0.0153483	0.8301677	0.0808341680722376	1	0.1995486	0.007719392	2.11241690451445	1	0.05337716	0.5059959	0.295853002161366	1	-0.003324807	0.9633359	-0.0162222548478704	1	0.06245842	0.3695325	0.432347359840298	2.11241690451445			0.07950771	0.01164071	0.02043674	0.0153483	0.1995486	0.05337716	-0.003324807	0.06245842	0.1995486	0.1	0.1	0.1	0.1	0.1995486	0.1	0.1	0.1	0.1995486				
397	Eif2s3y	K953	Eif2s3y	Eif2s3y	*	GeneProduct					ENSRNOG00000060048	C9WPN6	1	0	1	0	1	0	1	0	1	1.571679	0.7901857	0.102270834015856	1	1.593801	0.7817262	0.10694533217139	1	0.1526496	0.09932576	1.00293810321654	1	0.002311889	0.9814045	0.00815195499511961	1	0.02710293	0.7614712	0.118346517695773	1	0.1360113	0.1129279	0.947198747896735	1.00293810321654			0	0	1.571679	1.593801	0.1526496	0.002311889	0.02710293	0.1360113	1.593801	0.1	0.1	1.571679	1.593801	0.1526496	0.1	0.1	0.1360113	1.593801				
398	Eif5	H492	Eif5	Eif5		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
399	Eif5b	K954	Eif5b	Eif5b	*	GeneProduct					ENSRNOG00000023356	B2GUV7	1	-0.104857	0.09413097	-1.02626746597492	1	-0.07357164	0.2964571	-0.528038144057769	1	-0.1932934	0.01212219	-1.91641891325581	1	-0.1198929	0.1088644	-0.963114116674252	1	-0.06315487	0.3899262	-0.409017582629035	1	-0.1480355	0.05962485	-1.22457270051794	1	-0.1107961	0.1168943	-0.932206665389918	1	-0.05591822	0.4110696	-0.386084639591396	-1.91641891325581			-0.104857	-0.07357164	-0.1932934	-0.1198929	-0.06315487	-0.1480355	-0.1107961	-0.05591822	-0.1932934	0.104857	0.1	0.1932934	0.1198929	0.1	0.1480355	0.1107961	0.1	0.1932934				
400	Elmo1	H559	Elmo1	Elmo1	*	GeneProduct					ENSRNOG00000059705	D3ZY46	1	0.2698017	0.2881632	0.540361481736419	1	-0.4090263	0.166144	-0.779515337887781	1	0.08360473	0.7889984	0.102923877490042	1	-0.1371347	0.6554915	-0.183432935594081	1	0.5044046	0.2045934	0.689108380349239	1	-0.02963173	0.9453192	-0.0244215212353208	1	0.2384279	0.5362084	0.270666386837523	1	0.1349257	0.7179715	0.143892794808385	-0.779515337887781			0.2698017	-0.4090263	0.08360473	-0.1371347	0.5044046	-0.02963173	0.2384279	0.1349257	0.5044046	0.2698017	0.4090263	0.1	0.1371347	0.5044046	0.1	0.2384279	0.1349257	0.5044046				
401	Elmo2	H566	Elmo2	Elmo2		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
402	Elmo3	H562	Elmo3	Elmo3	*	GeneProduct					ENSRNOG00000015800	Q499U2	1	-0.1841443	0.05288165	-1.27669500256335	1	0.003418343	0.9744743	0.0112296101280571	1	-0.08265151	0.481615	-0.317299995347032	1	-0.02921072	0.7972742	-0.0983922895613853	1	-0.06577001	0.4485912	-0.348149250211202	1	-0.1243819	0.1800045	-0.744716637670361	1	0.03795467	0.6478635	0.188516487094521	1	-0.06004248	0.4544544	-0.342509687407692	-1.27669500256335			-0.1841443	0.003418343	-0.08265151	-0.02921072	-0.06577001	-0.1243819	0.03795467	-0.06004248	-0.1841443	0.1841443	0.1	0.1	0.1	0.1	0.1243819	0.1	0.1	0.1841443				
403	Elovl2	K955	Elovl2	Elovl2	*	GeneProduct					ENSRNOG00000014702	D4A612	1	0.3269889	0.03039173	1.51724457770653	1	-0.2334878	0.1699715	-0.769623892918002	1	0.3709898	0.0448821	1.34792683096145	1	0.4124754	0.0219153	1.65925257988327	1	-0.2099493	0.1886863	-0.724259631633678	1	0.1216285	0.4743631	0.323889101451687	1	0.2428602	0.1122337	0.9498767194924	1	0.3019746	0.04037315	1.39390736467816	1.65925257988327			0.3269889	-0.2334878	0.3709898	0.4124754	-0.2099493	0.1216285	0.2428602	0.3019746	0.4124754	0.3269889	0.2334878	0.3709898	0.4124754	0.2099493	0.1216285	0.2428602	0.3019746	0.4124754				
404	Elovl5	K956, H403	Elovl5	Elovl5	*	GeneProduct					ENSRNOG00000006331	Q920L7	1	0.1944356	0.1356701	0.867515854888638	1	-0.2634913	0.07286897	-1.13745736916709	1	0.09625573	0.547307	0.261768997240407	1	0.09404979	0.5455011	0.263204369322297	1	-0.2544072	0.02220238	-1.65360046854643	1	-0.2526942	0.03364829	-1.47303700164607	0.1167726	-0.4461831	3.142876e-05	-4.50267275343298	1	-0.0789062	0.4435965	-0.353011889115942	-4.50267275343298	*	Elovl5	0.1944356	-0.2634913	0.09625573	0.09404979	-0.2544072	-0.2526942	-0.4461831	-0.0789062	-0.4461831	0.1944356	0.2634913	0.1	0.1	0.2544072	0.2526942	0.4461831	0.1	0.4461831				
405	Elovl6	K957	Elovl6	Elovl6	*	GeneProduct					ENSRNOG00000010468	Q920L6	1	0.4253471	0.3566604	0.447745107696124	1	-0.6016721	0.2501838	-0.601740815339589	1	-0.5134967	0.3694343	-0.432462785102635	1	0.09701782	0.8612383	0.0648766649739581	1	0.2378637	0.738932	0.131395525588348	1	0.5646404	0.4570076	0.340076577587442	1	0.6371916	0.3521516	0.453270334051169	1	-0.1651809	0.8048674	-0.094275662727458	-0.601740815339589			0.4253471	-0.6016721	-0.5134967	0.09701782	0.2378637	0.5646404	0.6371916	-0.1651809	0.6371916	0.4253471	0.6016721	0.5134967	0.1	0.2378637	0.5646404	0.6371916	0.1651809	0.6371916				
406	Elovl7	K958	Elovl7	Elovl7		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
407	Enam	R203	D3ZIB0	Enam		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
408	Enpep	H242	Enpep	Enpep	*	GeneProduct					ENSRNOG00000051854	P50123	0.4569858	0.4739398	0.0002044206	3.68947534133805	1	-0.08131876	0.5714248	-0.243040915039334	1	0.2520188	0.1072215	0.969718121405003	1	0.2593555	0.08838595	1.05361676578359	1	0.3204699	0.01029207	1.98749726866162	1	0.1317329	0.3248053	0.488376892786852	1	-0.06168177	0.6088983	-0.215455238462557	1	0.07438446	0.5216676	0.282606135825399	3.68947534133805	*	Enpep	0.4739398	-0.08131876	0.2520188	0.2593555	0.3204699	0.1317329	-0.06168177	0.07438446	0.4739398	0.4739398	0.1	0.2520188	0.2593555	0.3204699	0.1317329	0.1	0.1	0.4739398				
409	Enpp1	K959, H301	Enpp1	Enpp1	*	GeneProduct					ENSRNOG00000013994	Q924C3	1	0.1551599	0.04640724	1.33341425981655	1	-0.000714635	0.9935095	-0.00282797578330296	1	0.1192579	0.2129897	0.671641398163716	1	0.08610443	0.3546897	0.450151423025416	1	-0.011801	0.8641446	-0.0634135795956255	1	0.005701085	0.9382356	0.0276880923969275	1	0.03842384	0.5616242	0.250554187024928	1	0.1161204	0.0682343	1.16599725941878	1.33341425981655			0.1551599	-0.000714635	0.1192579	0.08610443	-0.011801	0.005701085	0.03842384	0.1161204	0.1551599	0.1551599	0.1	0.1192579	0.1	0.1	0.1	0.1	0.1161204	0.1551599				
410	Enpp2	K960	Enpp2	Enpp2	*	GeneProduct					ENSRNOG00000004089	Q64610	1	0.009688996	0.9382303	0.0276905456903809	1	0.0356743	0.7996942	0.0970760538103344	1	-0.01602456	0.9168	-0.0377253953766853	1	0.1137791	0.4449587	0.351680297321275	1	0.008165238	0.9205027	0.0359749332942615	1	0.03568545	0.6830696	0.165535042503044	1	-0.05764248	0.464053	-0.333432415365253	1	0.02018918	0.790073	0.102332779554511	0.351680297321275			0.009688996	0.0356743	-0.01602456	0.1137791	0.008165238	0.03568545	-0.05764248	0.02018918	0.1137791	0.1	0.1	0.1	0.1137791	0.1	0.1	0.1	0.1	0.1137791				
